Id,Community Profile,Name,AngelList URL,Logo URL,Thumbnail URL,Quality,Product Description,High Concept,Followers,Company URL,Created At,Updated At,Twitter,Blog,Video URL,City
523,False,GameChanger Media,https://angel.co/gamechanger-media,https://d1qb2nb5cznatu.cloudfront.net/startups/i/523-a53cee1a9fd0a97a993383b366153d51-medium_jpg.jpg?buster=1396467456,https://d1qb2nb5cznatu.cloudfront.net/startups/i/523-a53cee1a9fd0a97a993383b366153d51-thumb_jpg.jpg?buster=1396467456,8,"GameChanger is changing the way local amateur sports teams collect, manage and share information. 

Our mobile app and website provide scorekeeping, stats, live GameStream plays and recap stories for thousands of amateur teams.","Our software helps amateur sports teams be more efficient, informed and connected",186,http://www.GameChanger.io,2010-09-21T19:41:25Z,2014-04-02T19:37:44Z,http://www.twitter.com/tedsullivan29,http://blog.gamechanger.io,http://www.gamechanger.io/video,New York City
533,False,Charitable Checkout,https://angel.co/charitable-checkout,https://d1qb2nb5cznatu.cloudfront.net/startups/i/533-33ecaa75d9ca800a711f51eb0bea86c6-medium_jpg.jpg?buster=1383314638,https://d1qb2nb5cznatu.cloudfront.net/startups/i/533-33ecaa75d9ca800a711f51eb0bea86c6-thumb_jpg.jpg?buster=1383314638,6,"Charitable Checkout's 'Rewarded Giving' cause-marketing service enables companies of all sizes to measurably enhance their corporate image while simultaneously driving customer acquisition and sales.  When consumers give to a business-endorsed cause, they get redeemable rewards like discounts or loyalty points, and they are publicly thanked in social media.   

The full-service version of the platform has powered cause-related marketing and contesting campaigns for major brands and celebrities like HGTV, Omaha Steaks, Live Nation and Shakira, whereas the DIY SaaS version is optimized for the needs and budgets of small and medium businesses.",Rewarded Giving ,120,http://charitablecheckout.com,2010-09-22T12:29:14Z,2013-12-04T15:33:07Z,http://twitter.com/rewardedgiving,http://blog.charitablecheckout.com, ,New York City
534,False,ClrTouch,https://angel.co/clrtouch,https://d1qb2nb5cznatu.cloudfront.net/startups/i/534-6eb1fc35e8cc6e7b4998b647bf98602c-medium_jpg.jpg?buster=1317234126,https://d1qb2nb5cznatu.cloudfront.net/startups/i/534-6eb1fc35e8cc6e7b4998b647bf98602c-thumb_jpg.jpg?buster=1317234126,5,ClrTouch empowers publishers to deliver tablet ad formats that are designed for touch and gesture interactions. WIth ClrTouch publishers can drive additional revenue from their current tablet inventory by providing advertisers with a ad experience that is tailored to the device. ,Tablet ad formats that are designed for touch and gesture interactions.,27,http://clrtouch.com,2010-09-22T16:35:22Z,2013-06-26T21:43:41Z,http://https://twitter.com/clrtouch,http://clrtouch.tumblr.com,http://www.youtube.com/watch?v=n6Ep1SdsD6Y,New York City
537,False,StepOut,https://angel.co/stepout,https://d1qb2nb5cznatu.cloudfront.net/startups/i/537-caefb5319bb7d1df2ee2724a379b0468-medium_jpg.jpg?buster=1327612718,https://d1qb2nb5cznatu.cloudfront.net/startups/i/537-caefb5319bb7d1df2ee2724a379b0468-thumb_jpg.jpg?buster=1327612718,10,"StepOut is India's #1 place to meet new people, have fun experiences, and form real life relationships. Formerly known as Ignighter, there are over 3 million users on Ignighter and the engaged userbase of twenty-something, progressive Indians is growing by the thousands everyday.","India's #1 place to meet new people, have fun experiences, & form real life relationships",298,http://stepout.com,2010-09-22T18:58:47Z,2013-06-26T21:43:42Z,http://twitter.com/stepoutnow, , ,New York City
587,False,NearVerse,https://angel.co/nearverse,https://d1qb2nb5cznatu.cloudfront.net/startups/i/587-6bc6af2528ac8676889742c28f146d46-medium_jpg.jpg?buster=1321975104,https://d1qb2nb5cznatu.cloudfront.net/startups/i/587-6bc6af2528ac8676889742c28f146d46-thumb_jpg.jpg?buster=1321975104,8,"NearVerse markets LoKast, a mobile cloud service for Spaces. Spaces are flexible real-time interactive mediums accessed by user groups through smartphone apps, and used by application provider and business customers to enhance their offers in event, retail, media, interactive apps, enterprise, and other markets.  NearVerse customers use Spaces for instant messaging and sharing of rich media and files by their users, to serve up promotions and content, and engage users with interactive widgets.","Mobile cloud service for Spaces, real-time interaction mediums on mobile",46,http://www.lokast.com,2010-09-29T15:04:46Z,2013-06-26T21:43:42Z,http://twitter.com/lokastapp,http://www.lokast.com/blog, ,New York City
641,False,Hip Chicas,https://angel.co/hip-chicas,https://d1qb2nb5cznatu.cloudfront.net/startups/i/641-f7ab1610f72e357e409101f5145c11be-medium_jpg.jpg?buster=1392910981,https://d1qb2nb5cznatu.cloudfront.net/startups/i/641-f7ab1610f72e357e409101f5145c11be-thumb_jpg.jpg?buster=1392910981,5,"Hip ChicasTM is a multicultural multi-screened game franchise with five smart Latina characters who guide users in social and environmental missions to ""Help Improve the Planet"" [HIP] throughout Latin America and the US.

This Hispanic-themed franchise is designed to target ""post-Dora the Explorer"" older demographics. (Dora does $1BN annually with no cultural follow up in the market.)

Users are alerted to missions taking place in familiar places like Macchu Picchu, Tulum, Tikal, Easter Island, Chichen Itza, the Caribbean, Los Angeles, Miami and New York, while engaging the cultures, language and history at each location. 

Each mission has multiple levels. Users can skip or speed up levels via in-app purchases. Users can activate friends to help them accomplish missions, providing a viral looping mechanism. They can make friends in multiple languages with canned chat translations for English, Spanish and Portuguese.

Hip Chicas fills a BIG need for culturally relevant content.","A smart Hispanic-themed game franchise for ""post-Dora the Explorer"" older demos.",37,http://www.hipchicas.com,2010-10-05T22:35:53Z,2014-02-26T18:27:24Z,http://twitter.com/hipchicas,http://twitter.com/hipventure,http://www.youtube.com/watch?v=7sG20bFFCZg,New York City
652,False,Datadog,https://angel.co/datadog,https://d1qb2nb5cznatu.cloudfront.net/startups/i/652-7dad829fa07a840e0c8886c62dbbf66d-medium_jpg.jpg?buster=1382564393,https://d1qb2nb5cznatu.cloudfront.net/startups/i/652-7dad829fa07a840e0c8886c62dbbf66d-thumb_jpg.jpg?buster=1382564393,9,"Datadog is a monitoring service for IT, Operations and Development teams who write and run applications at scale, and want to turn the massive amounts of data produced by their apps, tools and services into actionable insight.

See it in action at http://www.datadog.com",The monitoring & analytics platform for dev and ops teams in the cloud age,64,http://www.datadoghq.com,2010-10-06T18:26:27Z,2013-10-25T02:26:58Z,http://twitter.com/datadoghq,http://www.datadoghq.com/blog, ,New York City
695,False,Shoppable,https://angel.co/shoppable-1,https://d1qb2nb5cznatu.cloudfront.net/startups/i/695-83b617f2a06a49abf02d4c55b4a73485-medium_jpg.jpg?buster=1408026807,https://d1qb2nb5cznatu.cloudfront.net/startups/i/695-83b617f2a06a49abf02d4c55b4a73485-thumb_jpg.jpg?buster=1408026807,8,"Shoppable, previously 72Lux, is the simplest way to shop & sell products from multiple retailers within one checkout. This patent-pending technology enables digital publishers to sell the products featured on their websites without the user ever clicking off their site. 

The products, from multiple retailers, are sold via a single, white-label checkout, allowing users to conveniently checkout wherever they find a product.

With a signed publishing network of over 75 million monthly unique visitors, the Shoppable platform is robust enough to power the largest publisher sites in the US, yet intuitive enough to be used by non-technical editorial personal. Based on the editorial content being displayed, the site easily curate and promote products within their editorial while allowing the checkout to take place on their website. Shoppable technology is the solution to publishers challenges and in the heart of industries ripe for disruption.",Shoppable allows you to shop & sell products from multiple retailers within one checkout.,427,http://www.Shoppable.com,2010-10-11T05:32:06Z,2014-08-22T16:07:31Z,http://twitter.com/heathermarienyc, ,http://vimeo.com/103326413,New York City
764,False,Decisive ,https://angel.co/decisive,https://d1qb2nb5cznatu.cloudfront.net/startups/i/764-44685a80c26899d19a93e7762b9acd4a-medium_jpg.jpg?buster=1394668716,https://d1qb2nb5cznatu.cloudfront.net/startups/i/764-44685a80c26899d19a93e7762b9acd4a-thumb_jpg.jpg?buster=1394668716,9,"""We're fixing mobile advertising.""

We are entering an era where using contextual data from a consumers device can create an ad that is as good as the content it lives beside. Still, most mobile advertising fails miserably at this. As an adtech company our job isnt simply to sell more ads. Our job is to create great products that enable ALL advertisers reach and delight consumers. 

Every day, the Decisive team works really hard to do two things:

1. Show people ads that they want to see.
2. Give advertisers confidence that their campaign dollars are being spent most effectively.

Our first product is a mobile ad decisioning platform is leveraging RTB, proprietary data, and real time optimization to help advertisers reach the right consumers with the right messages on mobile devices.",Mobile Advertising Made Easy,146,http://www.decisive.is,2010-10-15T19:45:35Z,2014-06-09T23:33:55Z,http://twitter.com/decisiveads,http://blog.decisive.is, ,New York City
775,False,Parse.ly,https://angel.co/parse-ly,https://d1qb2nb5cznatu.cloudfront.net/startups/i/775-15dcdb99f3b0b63a0a8034a0f49da511-medium_jpg.jpg?buster=1356032438,https://d1qb2nb5cznatu.cloudfront.net/startups/i/775-15dcdb99f3b0b63a0a8034a0f49da511-thumb_jpg.jpg?buster=1356032438,9,"Parse.ly is a predictive content optimization platform for publishers. We help publishers make better content decisions right now. We also help them plan ahead for greater success tomorrow.

Parse.ly's flagship product, Dash, is a web analytics system built specific for the needs of large-scale online content publishers. Parse.ly also provides additional services and APIs that help derive new value from their existing content and traffic.",The Content Performance Authority,154,http://parsely.com,2010-10-16T03:31:17Z,2013-09-20T20:44:09Z,http://twitter.com/parsely,http://blog.parsely.com,http://www.youtube.com/watch?v=clKpU9ygaCA,New York City
826,False,DailyWorth,https://angel.co/dailyworth,https://d1qb2nb5cznatu.cloudfront.net/startups/i/826-a4acf3c57eca16201153a0ad535fa80d-medium_jpg.jpg?buster=1382304242,https://d1qb2nb5cznatu.cloudfront.net/startups/i/826-a4acf3c57eca16201153a0ad535fa80d-thumb_jpg.jpg?buster=1382304242,9,"DailyWorth is the leading digital media company for professional women. We are the premiere platform for women on all things money, career and entrepreneurship. We're closing the income gap by enabling women to reach their maximum earning potential. We're closing the wealth gap by empowering women to invest and build wealth to fund the lives they want. We're helping women get the most value for their money, whether theyre purchasing products that enrich their lives, supporting causes they care about or investing in companies they believe in.

We publish exclusive, expert content daily to more than one million female financial decision makers. Explore the website and sign up to get our tips and tools delivered daily to your inbox.",finance media for women,216,http://www.dailyworth.com,2010-10-20T15:07:34Z,2013-10-20T22:28:55Z,http://www.twitter.com/DailyWorth,http://www.dailyworth.com,http://www.youtube.com/watch?v=nc-_1IJ4MGk,New York City
836,False,StoryDesk,https://angel.co/storydesk,https://d1qb2nb5cznatu.cloudfront.net/startups/i/836-45abbf161a8530f5f634f861a5493709-medium_jpg.jpg?buster=1388494017,https://d1qb2nb5cznatu.cloudfront.net/startups/i/836-45abbf161a8530f5f634f861a5493709-thumb_jpg.jpg?buster=1388494017,6,"StoryDesk is an iPad app that helps marketers measure and improve the single most valuable, and neglected, part of the sales funnel:  the sales meeting.

Specifically, StoryDesk lets sales teams 1) consistently deliver engaging, interactive content; and 2) gather data and customer insights from the meeting. The result is a ""smart"" sales presentation that uses data to improve content and sales technique. For marketers, who spend thousands on leads and collateral but little visibility after the sales team takes over, this is the holy grail: finally, they can connect their spend directly to revenue.

We're raising money to hire sales and marketing staff. We have the candidates identified and ready to roll.",Smart Sales Presentation Software - the Anti-PowerPoint,73,http://storydesk.com,2010-10-20T22:36:07Z,2014-04-15T17:10:29Z,http://twitter.com/storydesk,http://storydesk.com/blog,http://www.youtube.com/watch?v=GI04IOKUeHA,New York City
855,False,Vehive,https://angel.co/vehive-1,https://d1qb2nb5cznatu.cloudfront.net/startups/i/855-970803149324eb87977ba9914a3d758f-medium_jpg.jpg?buster=1315770795,https://d1qb2nb5cznatu.cloudfront.net/startups/i/855-970803149324eb87977ba9914a3d758f-thumb_jpg.jpg?buster=1315770795,4,"Vehive is an innovative marketplace for chauffeured ground transportation. It is a free, easy- to-use, mobile and online solution for finding, reserving and paying for car services. The platform includes apps for Android and IPhone.

Everywhere in the country, any time, travelers can find, reserve, and even pay for a taxicab, a limousine or corporate car, and an urban or airport shuttle via any mobile device and a web interface","Ground Transportation Marketplace.  Rides anytime, anywhere, any reason.",21,http://vehive.com,2010-10-22T19:19:17Z,2013-06-26T21:43:52Z,http://www.twitter.com/text_a_cab,http://blog.vehive.com, ,New York City
858,True,BusiCopy,https://angel.co/busicopy,https://d1qb2nb5cznatu.cloudfront.net/startups/i/858-c7ec8c87d3fdd7c3873ad37823abe074-medium_jpg.jpg?buster=1315770793,https://d1qb2nb5cznatu.cloudfront.net/startups/i/858-c7ec8c87d3fdd7c3873ad37823abe074-thumb_jpg.jpg?buster=1315770793,3,"A social network for businesses. We expect 5% or less of our users to depend on us to create and maintain their web presences. My tech team is 50 software engineers based out of Kathmandu. I am in NYC, my Cofounder is in Kathmandu. We expect to hit profitability right away.",Social Network For Businesses ,24,http://www.busicopy.com,2010-10-22T22:03:56Z,2013-08-04T02:27:50Z,http://www.twitter.com/paramendra,http://technbiz.blogspot.com, ,New York City
900,False,Skillshare,https://angel.co/skillshare,https://d1qb2nb5cznatu.cloudfront.net/startups/i/900-0737f07726eed63c303b2107addac8c2-medium_jpg.jpg?buster=1360938251,https://d1qb2nb5cznatu.cloudfront.net/startups/i/900-0737f07726eed63c303b2107addac8c2-thumb_jpg.jpg?buster=1360938251,10,Skillshare is a global learning community for real-world skills. Skillshare offers a platform that allows anyone to teach classes in-person and online. Students can take classes on anything from raising capital for your startup to shooting portraits from Jay-Z's photographer.,Skillshare is a global learning community for classes. ,1770,http://skillshare.com,2010-10-27T01:15:38Z,2013-12-21T17:24:37Z,https://twitter.com/skillshare,http://blog.skillshare.com,http://www.youtube.com/watch?v=A9Nn_koZDNg,New York City
903,False,Yokal Sports,https://angel.co/yokal-sports,https://d1qb2nb5cznatu.cloudfront.net/startups/i/903-a75a55af9161ef5a5b5335104f6e507e-medium_jpg.jpg?buster=1407970268,https://d1qb2nb5cznatu.cloudfront.net/startups/i/903-a75a55af9161ef5a5b5335104f6e507e-thumb_jpg.jpg?buster=1407970268,5,"Company is a multi-channel video network focused on school /  local sports.  Here are a few of our first channels;

You Tube MCN
https://www.youtube.com/edinays1
https://www.youtube.com/edenprairieys1
https://www.youtube.com/hopkinsys
www.youtube.com/BenildeStMarg

Vimeo MCN
https://vimeo.com/edinays
https://vimeo.com/hopkinsys
https://vimeo.com/edenprairieys
https://vimeo.com/benildestmarg

We are going to set up a channel like this for each school in a DMA and will get students to copy our format.

Next we take the video highlights and create enterprise customers who pay a small fee per market and we do this in multiple markets.    We edit highlights into best shots, best games, best teams and different highlights that can generate views for our customers.  

We can produce local sports video at a cost that each brand makes a monthly profit from our video and we do it more markets than anywhere.",Covering school sports,36,http://www.yokalsports.com,2010-10-27T15:34:18Z,2014-08-13T22:51:13Z,https://twitter.com/#!/YSSRTwinCities, ,https://www.youtube.com/watch?v=c9_qRhudVi0,New York City
954,False,Wanderfly,https://angel.co/wanderfly,https://d1qb2nb5cznatu.cloudfront.net/startups/i/954-13fdc4ab72232e61a8f2360ff3593c81-medium_jpg.jpg?buster=1331147063,https://d1qb2nb5cznatu.cloudfront.net/startups/i/954-13fdc4ab72232e61a8f2360ff3593c81-thumb_jpg.jpg?buster=1331147063,10,"Wanderfly is the best place to discover and share personalized travel recommendations. Our premise is simple: everyone travels differently, so we all need different recommendations. Were here to make travel planning more personal, simple, fun, human and inspiring.

Here's what happens on Wanderfly:

1) Recommend your favorite spots
2) Get advice from travelers you trust
3) Find perfect places & experiences for you",Visual travel discovery,497,http://www.wanderfly.com,2010-11-01T20:01:07Z,2013-06-26T21:43:57Z,http://twitter.com/wanderfly,http://blog.wanderfly.com, ,New York City
961,False,Sedgwick & Cedar,https://angel.co/sedgwick-cedar,https://d1qb2nb5cznatu.cloudfront.net/startups/i/961-94ff0a0ab7321cd0df78252095235736-medium_jpg.jpg?buster=1315770744,https://d1qb2nb5cznatu.cloudfront.net/startups/i/961-94ff0a0ab7321cd0df78252095235736-thumb_jpg.jpg?buster=1315770744,2,"Sedgwick & Cedar is the authentic birthplace of hip hop culture and music and we own extensive rights and have the founders of the space as owners.   Company has sold movie rights and has script and talent attached and has music ventures (radio syndication) and is licensing its trademark to widen exposure in apparel, footwear, music stuff (think headphones).   

FACEBOOK: http://www.facebook.com/sedgwickandcedar

TWITTER: http://twitter.com/sedgwickcedar",Introducing the forgotten history of Hip Hop culture to a modern global audience,3,http://sc73.com,2010-11-01T22:54:06Z,2013-06-26T21:43:57Z,http://twitter.com/#!/sedgwickcedar,http://www.sc73.com/category/blog,http://youtu.be/nIYyR2kOzXY,New York City
